transaction_id,customer_id,account_id,customer_name,customer_email,account_age_days,timestamp,amount,currency,merchant_category,merchant_id,channel,device_id,ip_country,home_country,is_new_device,destination_account_age_days,label,attack_type
txn_21d137abdc164e,cust_f151a5d7b1,acc_5ce9fc4ff69e,Karan Joshi,karan.joshi526@proton.me,1036,2026-06-01T13:37:35,15.4,INR,utilities,merch_3fe1986a,card_present,dev_3n0ssq98jj,IN,IN,False,,0,
txn_46cb955d1ead4c,cust_17f2b09915,acc_9883a31b07e1,Vivaan Khan,vivaan.khan805@proton.me,1168,2026-06-01T13:40:08,9.58,INR,ecommerce_general,merch_877a6c37,wire,dev_sk35hxdoc9,IN,IN,False,,0,
txn_7a88641fa2fb41,cust_a911ef08cb,acc_8ca61cb3b831,Aditya Reddy,aditya.reddy573@gmail.com,354,2026-06-01T13:54:37,32.79,USD,ecommerce_general,merch_929712bf,card_present,dev_9s8b04a9yz,US,US,False,,0,
txn_b85bf334485e4e,cust_e189c94c21,acc_466923e3492f,Pooja Gupta,pooja.gupta330@outlook.com,1839,2026-06-01T13:59:39,8.55,INR,fuel,merch_3494514a,card_not_present,dev_1szie40q8x,IN,IN,False,,0,
txn_06d7c72a61664f,cust_1ac0eae82e,acc_22c5ea33c5eb,Rohan Reddy,rohan.reddy71@outlook.com,1500,2026-06-01T14:04:39,16.16,USD,food_delivery,merch_4ef5aabf,app_transfer,dev_69psh82ods,AE,AE,False,,0,
txn_6f8ba355c99a42,cust_7d451d58b6,acc_c8d19491731f,Rohan Mehta,rohan.mehta374@gmail.com,1485,2026-06-01T14:10:28,28.88,INR,utilities,merch_60b5d302,app_transfer,dev_dt7u6clgvj,IN,IN,False,,0,
txn_cb54044361ba4d,cust_134d7ee87a,acc_ceeded0a695d,Neha Nair,neha.nair733@outlook.com,529,2026-06-01T14:25:12,18.63,USD,fuel,merch_6c3fc206,card_not_present,dev_a8v4x7y2it,GB,GB,False,,0,
txn_58fe47c3bf8140,cust_65e45aa42e,acc_60fb24d45a45,Priya Nair,priya.nair690@proton.me,649,2026-06-01T14:30:10,72.17,INR,ecommerce_general,merch_0c2b70fd,card_present,dev_kn6dyldeco,IN,IN,False,,0,
txn_35be0461e5cd4f,cust_8c2a2815b9,acc_46137b308e71,Dev Reddy,dev.reddy562@proton.me,104,2026-06-01T14:34:13,49.18,USD,travel,merch_36e8a6d6,app_transfer,dev_sxtlx06y9d,AE,AE,False,,0,
txn_ef1e317732044c,cust_aac360467f,acc_03260426c57f,Myra Reddy,myra.reddy644@proton.me,2008,2026-06-01T14:36:33,13.83,USD,entertainment,merch_dc672bc6,card_not_present,dev_lv0krvc931,AE,AE,False,,0,
txn_beb9b8c70c4b45,cust_e74896a278,acc_b39a53ca7b7f,Karan Sharma,karan.sharma592@outlook.com,1659,2026-06-01T14:41:29,7.48,INR,food_delivery,merch_3ad975c7,card_not_present,dev_j5nd3ao4ml,IN,IN,False,,0,
txn_220c9c0da02248,cust_b7a477b85b,acc_22d9977411a1,Pooja Iyer,pooja.iyer159@gmail.com,529,2026-06-01T14:45:13,8.8,INR,apparel,merch_93e0971c,wire,dev_vipv8mswrr,IN,IN,False,,0,
txn_97056a823b7c40,cust_c24b00fdf8,acc_409e531777b4,Dev Nair,dev.nair573@proton.me,48,2026-06-01T14:45:34,172.24,USD,travel,merch_242de56d,card_not_present,dev_365rd46wke,GB,GB,False,,0,
txn_a5930961833249,cust_66be0fa5ee,acc_ea3f2a0eddae,Myra Rao,myra.rao659@outlook.com,2092,2026-06-01T14:48:22,16.51,INR,ecommerce_general,merch_a3a5749b,card_not_present,dev_llzvrg4u5f,IN,IN,False,,0,
txn_d78443732f5245,cust_e82285776f,acc_417a50d4a6f2,Dev Singh,dev.singh658@proton.me,87,2026-06-01T14:52:11,22.11,INR,fuel,merch_55189a66,card_present,dev_t3psldxpob,IN,IN,False,,0,
txn_2db89e5213274f,cust_41110f3d54,acc_8b4485412236,Myra Khan,myra.khan82@gmail.com,827,2026-06-01T15:10:05,44.63,USD,utilities,merch_325a67b3,card_not_present,dev_2movs0cdk3,SG,US,True,,0,
txn_2d779be4dd734e,cust_4c830861a6,acc_b78569ac1265,Saanvi Verma,saanvi.verma657@yahoo.com,1433,2026-06-01T15:10:39,22.9,USD,apparel,merch_86a0feda,card_present,dev_fm7deycxdg,SG,SG,False,,0,
txn_283518a6be5d4d,cust_aa3ea4db5e,acc_1fb1d8302b66,Myra Nair,myra.nair927@yahoo.com,1814,2026-06-01T15:30:11,43.23,USD,utilities,merch_b0c0954e,wire,dev_zsooukiw8x,SG,SG,False,,0,
txn_49376a9c0ef746,cust_21d018ae53,acc_32e3a404cf73,Priya Kapoor,priya.kapoor287@gmail.com,797,2026-06-01T15:31:06,440.96,INR,travel,merch_e55e33d5,card_present,dev_fn1bwvbye9,IN,IN,False,,0,
txn_cfc6f3581f3b42,cust_073c0753e2,acc_d3a1551b6591,Simran Singh,simran.singh704@proton.me,714,2026-06-01T15:32:42,8.95,INR,utilities,merch_2f58f284,card_not_present,dev_4uvkyrmjlj,DE,IN,True,,0,
txn_c66e8fb9dc9042,cust_f34c886f9e,acc_456a8361ea99,Rahul Kapoor,rahul.kapoor762@yahoo.com,77,2026-06-01T15:33:47,28.83,USD,ecommerce_general,merch_fdbce6ef,wire,dev_ymszdximyn,DE,DE,False,,0,
txn_601fe92ad25f40,cust_4aeb1cb870,acc_d03b2fff2121,Ananya Sharma,ananya.sharma753@proton.me,589,2026-06-01T15:35:39,10.87,USD,grocery,merch_0b6caf24,card_present,dev_5koc463nfz,SG,SG,False,,0,
txn_8e7face8ca7e4a,cust_5dff7cd469,acc_f99d3af314d4,Ananya Das,ananya.das541@yahoo.com,305,2026-06-01T15:44:53,33.24,USD,grocery,merch_42ee83ba,wire,dev_vfeaackxxq,DE,DE,False,,0,
txn_e3a4a9936a6d42,cust_1d8ab53dff,acc_fea4397c79a5,Dev Reddy,dev.reddy624@gmail.com,2116,2026-06-01T15:50:42,15.85,INR,apparel,merch_3294d4af,card_not_present,dev_zg3rbei13h,IN,IN,False,,0,
txn_b74ed4d9c3a943,cust_85a55af3a4,acc_93cb2a346aad,Meera Nair,meera.nair375@yahoo.com,763,2026-06-01T15:55:46,30.4,INR,ecommerce_general,merch_8489aaf2,card_present,dev_uc4lr9cm19,IN,IN,False,,0,
txn_1f9033441a3a40,cust_dfb98accb2,acc_6d18120ac41b,Rahul Verma,rahul.verma574@proton.me,61,2026-06-01T15:56:02,19.96,INR,apparel,merch_2184f1c8,card_present,dev_axs88ualry,IN,IN,False,,0,
txn_d555c21aa83445,cust_df32a8bd84,acc_f1da8cacd648,Sana Das,sana.das500@outlook.com,69,2026-06-01T16:01:27,27.67,INR,grocery,merch_87710495,app_transfer,dev_5gr8daqpmb,IN,IN,False,,0,
txn_e956245503ab4d,cust_dfbc9feda2,acc_c38e7ae938fc,Ishaan Patel,ishaan.patel773@yahoo.com,2417,2026-06-01T16:07:26,8.22,INR,food_delivery,merch_0db93eca,app_transfer,dev_dkzw4qvvk9,IN,IN,False,,0,
txn_403acb205cc34b,cust_4766f3bbcf,acc_3ff5020c700d,Myra Iyer,myra.iyer17@gmail.com,737,2026-06-01T16:09:51,11.75,INR,ecommerce_general,merch_5d3622da,app_transfer,dev_gq095egvt6,IN,IN,False,,0,
txn_967ba773aaf742,cust_a564f56766,acc_b93b92148677,Sana Verma,sana.verma720@yahoo.com,1170,2026-06-01T16:16:02,73.9,INR,ecommerce_general,merch_5f12b214,app_transfer,dev_bthp3e36je,IN,IN,False,,0,
txn_3cc12ea244ae4c,cust_0cec0925a1,acc_5066eae0ce6c,Simran Sharma,simran.sharma576@outlook.com,2374,2026-06-01T16:17:44,24.0,INR,utilities,merch_caf4e3d0,card_not_present,dev_lopo6j0m3l,IN,IN,False,,0,
txn_58397516eda74f,cust_ca872cc3be,acc_f9ba90d9745c,Neha Khan,neha.khan643@proton.me,1584,2026-06-01T16:28:42,16.64,USD,food_delivery,merch_c90aa0ee,card_not_present,dev_ihde23c04l,SG,SG,False,,0,
txn_8bfdd59359a547,cust_7920233fe7,acc_5db4ba3dd080,Rohan Sharma,rohan.sharma131@proton.me,649,2026-06-01T16:33:49,9.75,USD,grocery,merch_cc32c4aa,wire,dev_407k5w1jl6,AE,AE,False,,0,
txn_a7f75d6bca8d4e,cust_ecfbad0a01,acc_7024b677cb77,Rahul Gupta,rahul.gupta88@outlook.com,1293,2026-06-01T16:34:40,15.43,USD,food_delivery,merch_5e3a9a91,card_present,dev_biob6ffrlk,US,US,False,,0,
txn_52e3f1c5c9be4e,cust_56bd2ef487,acc_f88c8de7ad68,Simran Sharma,simran.sharma352@yahoo.com,1401,2026-06-01T16:36:11,26.21,INR,utilities,merch_97bde183,card_not_present,dev_snjczobd9q,IN,IN,False,,0,
txn_47c4730359fd41,cust_f840f60712,acc_7ff2e549a654,Myra Singh,myra.singh416@outlook.com,2495,2026-06-01T16:36:33,15.47,USD,fuel,merch_968c24e6,card_present,dev_m25a5piskf,GB,GB,False,,0,
txn_c6ef083b5f0a49,cust_012e1f1e95,acc_c263517c4af8,Rohan Kapoor,rohan.kapoor202@proton.me,1180,2026-06-01T16:38:21,16.9,INR,grocery,merch_9fc628e4,card_present,dev_q1amkt0n1p,IN,IN,False,,0,
txn_fe757d6f14e640,cust_d3754a99b6,acc_8f0cfbcdc437,Karan Kapoor,karan.kapoor802@yahoo.com,1648,2026-06-01T16:45:38,15.52,INR,utilities,merch_0d7d836e,app_transfer,dev_ovgpp3suyq,IN,IN,False,,0,
txn_f22d8a0b00eb47,cust_27b1d89d62,acc_cee60774dbfe,Ishaan Kapoor,ishaan.kapoor680@yahoo.com,371,2026-06-01T16:52:47,8.03,INR,food_delivery,merch_172e1d55,card_present,dev_ln4upx7wn1,IN,IN,False,,0,
txn_18660aff90fe48,cust_2fcd5890f2,acc_c5bd731f6156,Kabir Kapoor,kabir.kapoor254@yahoo.com,840,2026-06-01T16:53:36,7.46,INR,food_delivery,merch_1c6c6747,card_present,dev_cr0l32u5cx,IN,IN,False,,0,
txn_a5f5115c294d45,cust_cf365991e5,acc_762e20677342,Sana Kapoor,sana.kapoor863@gmail.com,1387,2026-06-01T16:56:21,39.1,INR,apparel,merch_469d1d2a,card_present,dev_ut7kwaoo7l,IN,IN,False,,0,
txn_36b6dd9d3e7043,cust_a911ef08cb,acc_8ca61cb3b831,Aditya Reddy,aditya.reddy573@gmail.com,354,2026-06-01T16:58:22,23.67,USD,grocery,merch_9ecea31f,card_present,dev_9s8b04a9yz,US,US,False,,0,
txn_513ae961671a48,cust_5f555edcb5,acc_8c2f301e6480,Kabir Reddy,kabir.reddy857@yahoo.com,2014,2026-06-01T17:02:37,512.07,USD,electronics,merch_b4091568,app_transfer,dev_neoazuvita,AE,AE,False,,0,
txn_adaaa3c841d745,cust_6b3da26251,acc_00690e18a988,Rohan Gupta,rohan.gupta942@yahoo.com,290,2026-06-01T17:11:09,11.83,INR,entertainment,merch_e31b516a,card_not_present,dev_dj532fpkp5,IN,IN,False,,0,
txn_f411ed1542bb40,cust_9cc8269a6b,acc_c6ccb76a5fb7,Dev Rao,dev.rao579@proton.me,439,2026-06-01T17:14:38,18.25,INR,grocery,merch_10adb584,card_not_present,dev_dmxiwq7hrl,IN,IN,False,,0,
txn_5eccb04aaf9b4d,cust_6b3da26251,acc_00690e18a988,Rohan Gupta,rohan.gupta942@yahoo.com,290,2026-06-01T17:18:58,13.04,INR,utilities,merch_c7648106,card_not_present,dev_dj532fpkp5,IN,IN,False,,0,
