transaction_id,customer_id,account_id,customer_name,customer_email,account_age_days,timestamp,amount,currency,merchant_category,merchant_id,channel,device_id,ip_country,home_country,is_new_device,destination_account_age_days,auth_status,label,attack_type,distinct_merchants_touched,decline_rate,is_micro_auth,chain_id,event_sequence_position,time_since_previous_event_sec
txn_72197a9db04e4e,cust_9275313c89,acc_2db0694621b0,Sana Reddy,sana.reddy12@proton.me,2217,2026-06-01T09:04:43,11.12,USD,food_delivery,merch_aa50e994,card_not_present,dev_s4g5v2nvkh,SG,SG,False,,approved,0,,1,0.0,False,,,
txn_deb87d8534e44c,cust_37d2f1cb3f,acc_4f779b7ad69f,Kabir Patel,kabir.patel636@outlook.com,1534,2026-06-01T09:07:00,37.45,INR,grocery,merch_772c3dcd,card_not_present,dev_t3o68cpkp4,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_09481a53bbe74d,cust_181c32a2a1,acc_d5f082344040,Ishaan Singh,ishaan.singh524@yahoo.com,906,2026-06-01T09:17:47,73.28,INR,ecommerce_general,merch_6554e7e1,card_not_present,dev_vxwayjznlf,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_da220c0ce8e244,cust_1dfc0278a0,acc_e65f6f07295b,Meera Singh,meera.singh672@proton.me,1734,2026-06-01T09:18:11,62.25,INR,healthcare,merch_dcc946ad,card_present,dev_kbe0qab7ur,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_7fe9024b7f8f47,cust_b7388dd5dd,acc_1e19e30f3e89,Dev Singh,dev.singh213@proton.me,2098,2026-06-01T09:37:01,270.79,USD,travel,merch_1d8b8e98,card_present,dev_x7iatmysjj,AE,AE,False,,approved,0,,1,0.0,False,,,
txn_cf5516902b6542,cust_04867a6157,acc_26010c40105e,Sana Sharma,sana.sharma250@gmail.com,2129,2026-06-01T09:42:42,7.32,USD,ecommerce_general,merch_7b5ff866,card_present,dev_ep03lk0qd2,SG,SG,False,,approved,0,,1,0.0,False,,,
txn_3c3ebe26b7b547,cust_5a17c2ee6d,acc_c25ed5b040ec,Ananya Khan,ananya.khan504@gmail.com,668,2026-06-01T09:55:22,7.35,INR,food_delivery,merch_a9072771,card_not_present,dev_duqdji6sow,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_9f60ee583c7940,cust_399a5578a8,acc_34ac5def1a78,Arjun Iyer,arjun.iyer100@yahoo.com,1980,2026-06-01T10:06:06,44.45,INR,healthcare,merch_ca1ffccd,card_present,dev_2p0zr514jl,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_e3a05c92537641,cust_6aab14e95f,acc_3a4db5fd4876,Saanvi Iyer,saanvi.iyer401@outlook.com,298,2026-06-01T10:15:35,61.3,USD,healthcare,merch_61b08ab0,card_not_present,dev_y6jztrhxjn,AE,AE,False,,approved,0,,1,0.0,False,,,
txn_46c2fc449d4f40,cust_5a26abdddc,acc_e0e59535be94,Aarav Iyer,aarav.iyer81@gmail.com,595,2026-06-01T10:30:04,55.36,USD,healthcare,merch_d7d1b5e8,app_transfer,dev_9u772ns8er,US,US,False,,approved,0,,1,0.0,False,,,
txn_80bf8a1d270e40,cust_5b73da221b,acc_581bb588b389,Aditya Patel,aditya.patel748@gmail.com,573,2026-06-01T10:30:10,73.32,INR,ecommerce_general,merch_29625471,app_transfer,dev_v812hnc0i4,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_c871267a29df4a,cust_fc45546824,acc_b3fa8e425d3c,Diya Reddy,diya.reddy898@proton.me,1672,2026-06-01T10:33:49,12.2,USD,grocery,merch_d6d313fc,wire,dev_5i87xw69hz,SG,SG,False,,approved,0,,1,0.0,False,,,
txn_17de0da683a346,cust_e84f2e0c63,acc_4d9ca2254b67,Simran Reddy,simran.reddy363@proton.me,441,2026-06-01T10:35:14,12.94,USD,utilities,merch_f26effec,card_present,dev_7whkumcisy,AE,AE,False,,approved,0,,1,0.0,False,,,
txn_a489dda4de2d42,cust_eb4d0ae505,acc_9c394510cc22,Rahul Sharma,rahul.sharma882@yahoo.com,341,2026-06-01T10:35:41,25.71,INR,ecommerce_general,merch_47871f63,card_present,dev_zxghexanvz,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_0533f89264b74e,cust_4b84702377,acc_e711a1ee9ef7,Pooja Mehta,pooja.mehta796@yahoo.com,1430,2026-06-01T10:38:14,68.51,INR,healthcare,merch_a3ea0b17,card_not_present,dev_8hcd1sd44w,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_c394511b5f244a,cust_8d8427a7a6,acc_ea9ee7becb13,Priya Singh,priya.singh949@gmail.com,764,2026-06-01T10:40:03,29.6,INR,grocery,merch_eb911882,card_not_present,dev_7gopmyu2u5,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_f5452df7598144,cust_81f5d64ac5,acc_2eb11d84c003,Dev Verma,dev.verma546@gmail.com,1344,2026-06-01T10:47:42,31.13,INR,apparel,merch_456bcb3c,card_not_present,dev_01txlb1pm5,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_58a4356f214e45,cust_11e2965cef,acc_b48d826c7239,Ananya Patel,ananya.patel395@outlook.com,2418,2026-06-01T11:00:56,7.22,INR,entertainment,merch_8e99d327,card_not_present,dev_5xjgjy4hpk,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_a1b21cb1af2c4b,cust_74f6da4c33,acc_43be56915e68,Ananya Rao,ananya.rao822@yahoo.com,1643,2026-06-01T11:02:18,11.52,INR,grocery,merch_6389cd99,app_transfer,dev_duxmkluf28,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_babb856545a148,cust_006509ac66,acc_1120535e4794,Ishaan Nair,ishaan.nair55@gmail.com,1325,2026-06-01T11:02:34,29.88,INR,fuel,merch_7f1fcaef,card_not_present,dev_heyto5f9m9,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_53b35c39fbcc42,cust_3af286dd33,acc_a92e6bd30e2b,Aditya Verma,aditya.verma189@gmail.com,2457,2026-06-01T11:09:45,23.69,INR,ecommerce_general,merch_660b80b4,card_not_present,dev_h3x65w8w3z,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_d0b65d371e7f4c,cust_9b642b893c,acc_932fd922e44e,Rohan Patel,rohan.patel559@yahoo.com,865,2026-06-01T11:20:55,23.18,INR,fuel,merch_bb979474,card_present,dev_plird70gkj,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_9f04e747e55f42,cust_2e7bb43093,acc_cbf028a5aad7,Aditya Reddy,aditya.reddy437@gmail.com,1199,2026-06-01T11:21:12,21.02,INR,grocery,merch_a69df11c,card_present,dev_21vf37746p,US,IN,True,,approved,0,,1,0.0,False,,,
txn_b75869e1278742,cust_36fb444087,acc_b29603e2b357,Ananya Mehta,ananya.mehta57@yahoo.com,864,2026-06-01T11:22:50,21.29,INR,food_delivery,merch_f91c5e92,card_present,dev_ub7tulnqgl,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_20d218114d784d,cust_67d268fe83,acc_45ff4afaeaea,Ananya Singh,ananya.singh659@proton.me,2421,2026-06-01T11:24:25,23.62,INR,apparel,merch_a1a1cb2a,card_present,dev_by0t0i91kc,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_dfab4820c9924d,cust_b9a5638e6c,acc_7ab7c595770e,Myra Nair,myra.nair872@yahoo.com,1362,2026-06-01T11:27:46,4.75,INR,food_delivery,merch_ee01b8d0,card_present,dev_imp7oa09r1,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_42a53c6f51304a,cust_0cd6bf3f67,acc_b34e8d29f131,Neha Rao,neha.rao919@yahoo.com,549,2026-06-01T11:38:05,4.2,INR,entertainment,merch_8b3adae4,card_not_present,dev_1gej7aw3ix,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_385f27ed369041,cust_43915925a1,acc_e1886c7b0016,Saanvi Rao,saanvi.rao955@yahoo.com,572,2026-06-01T12:13:15,6.94,INR,healthcare,merch_01ffc8e3,app_transfer,dev_7gs3taad2c,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_77d616ae18d748,cust_aabc200a13,acc_7a12d1b78992,Vivaan Kapoor,vivaan.kapoor656@proton.me,1946,2026-06-01T12:16:23,21.69,INR,grocery,merch_81687738,card_present,dev_grrvgmdfzj,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_74371525c5974f,cust_02a7e4b8d7,acc_8690705a423d,Aditya Joshi,aditya.joshi225@proton.me,57,2026-06-01T12:26:04,500.42,INR,electronics,merch_12d9c2a4,card_present,dev_bzcxqud8m8,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_632419740bdc42,cust_b995714ea0,acc_668cc26e5d53,Ananya Mehta,ananya.mehta885@gmail.com,1101,2026-06-01T12:26:42,9.05,INR,fuel,merch_d8c99d7c,card_not_present,dev_o5w5d8qba3,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_dbdabc03a5974d,cust_ae834c520e,acc_84ab0b7daf5a,Ananya Kapoor,ananya.kapoor347@yahoo.com,2183,2026-06-01T12:29:04,18.22,INR,healthcare,merch_8dec6726,card_present,dev_si1coxpy5j,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_5935418d4d444d,cust_91b558c61d,acc_18afcfeac5f9,Saanvi Kapoor,saanvi.kapoor180@outlook.com,1797,2026-06-01T12:36:53,5.2,INR,utilities,merch_1a7b1d2b,card_not_present,dev_gduq6id8xy,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_7320551d3fea47,cust_cbc50c353e,acc_92e7725aef13,Arjun Mehta,arjun.mehta895@outlook.com,234,2026-06-01T12:41:56,4.46,USD,food_delivery,merch_be136630,card_present,dev_j1ccm0w3c1,DE,GB,True,,approved,0,,1,0.0,False,,,
txn_e0338b95ad3242,cust_4f5543eaec,acc_879ae9571886,Pooja Verma,pooja.verma194@yahoo.com,30,2026-06-01T12:51:32,7.05,INR,entertainment,merch_cea873ae,card_present,dev_dannbl270h,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_a53f573ae6ef4a,cust_e4488755a0,acc_d949d6e55774,Rohan Nair,rohan.nair948@gmail.com,1411,2026-06-01T12:54:10,105.51,INR,travel,merch_c4823882,card_present,dev_2leyuko64z,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_bc5d5dc64eb249,cust_ff311d13b5,acc_02c62ea08225,Aditya Verma,aditya.verma755@outlook.com,1484,2026-06-01T12:58:44,48.22,INR,fuel,merch_4162d2b5,app_transfer,dev_2mhopqh5lk,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_3c1b1ea125f048,cust_5cb347f60e,acc_495032bee0ad,Dev Sharma,dev.sharma398@outlook.com,1940,2026-06-01T13:07:10,10.5,INR,food_delivery,merch_1ebc75d2,card_not_present,dev_ss7dc6jaeo,GB,IN,True,,approved,0,,1,0.0,False,,,
txn_0375121ebc6244,cust_0e4dd6daac,acc_09e3784eb683,Ishaan Iyer,ishaan.iyer189@proton.me,1210,2026-06-01T13:13:31,44.54,INR,grocery,merch_b6196263,app_transfer,dev_hdcgzf2um8,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_b1bb9114c7ed42,cust_9920eacc89,acc_0259c670d089,Meera Rao,meera.rao315@outlook.com,968,2026-06-01T13:33:23,25.1,INR,ecommerce_general,merch_e8189971,card_present,dev_arv0gk7jvt,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_dad4cef8760445,cust_d4f4c633a2,acc_daba8c583058,Ishaan Sharma,ishaan.sharma760@outlook.com,932,2026-06-01T13:46:56,18.96,INR,food_delivery,merch_9ea2a77e,card_present,dev_fd0tvbdivu,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_e46ff7f538a24f,cust_ae1381b0b7,acc_f62e5e4ed112,Aditya Nair,aditya.nair74@proton.me,276,2026-06-01T13:59:36,23.77,USD,food_delivery,merch_4f186501,app_transfer,dev_v6305sxmox,GB,GB,False,,approved,0,,1,0.0,False,,,
txn_a1d483a5a95d4c,cust_cbc50c353e,acc_92e7725aef13,Arjun Mehta,arjun.mehta895@outlook.com,234,2026-06-01T14:05:11,6.74,USD,grocery,merch_fdf97f99,card_present,dev_j5uge1g41i,AE,GB,True,,approved,0,,1,0.0,False,,,
txn_4e9a9c5f0ce646,cust_06ee1ec2ea,acc_4cd794d5d815,Meera Das,meera.das650@outlook.com,2262,2026-06-01T14:05:49,11.41,USD,utilities,merch_7cd0ab46,card_not_present,dev_hxiobcfphg,GB,GB,False,,approved,0,,1,0.0,False,,,
txn_2d78687b680f49,cust_6057db83f3,acc_07382d781683,Saanvi Singh,saanvi.singh258@proton.me,2247,2026-06-01T14:07:04,10.47,USD,utilities,merch_afcd3a1f,card_not_present,dev_ggfwj6jyid,DE,DE,False,,approved,0,,1,0.0,False,,,
txn_78710cfadd0247,cust_2364252eac,acc_0b2f64e36cd3,Aditya Mehta,aditya.mehta363@gmail.com,1383,2026-06-01T14:20:24,11.15,USD,apparel,merch_3fa697fb,card_not_present,dev_jj6avp1eox,SG,SG,False,,approved,0,,1,0.0,False,,,
txn_266406176ab449,cust_f0cb34b254,acc_f801cf840e1c,Sana Gupta,sana.gupta32@gmail.com,1207,2026-06-01T14:36:16,21.34,USD,apparel,merch_10e64ed7,app_transfer,dev_yz6v1vtixr,DE,DE,False,,approved,0,,1,0.0,False,,,
txn_31bb4a0234f642,cust_3c477d9499,acc_b554330c3d8a,Pooja Nair,pooja.nair810@gmail.com,1975,2026-06-01T14:48:20,18.03,INR,grocery,merch_66d3ec13,card_not_present,dev_8yyjcvohaj,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_b1b26e7df13f49,cust_022e030285,acc_6468ca994d7c,Saanvi Iyer,saanvi.iyer622@proton.me,98,2026-06-01T14:49:08,12.53,USD,grocery,merch_1e21874b,card_present,dev_ez29gu65m7,DE,DE,False,,approved,0,,1,0.0,False,,,
txn_669909ee573049,cust_fc691c4cf5,acc_92f6a077f9a2,Kabir Rao,kabir.rao747@gmail.com,1736,2026-06-01T14:53:00,13.14,USD,apparel,merch_0b7bef29,app_transfer,dev_588ysvcza0,GB,GB,False,,approved,0,,1,0.0,False,,,
txn_7dd2c47ed79e49,cust_a192787e9a,acc_57cfd8ebee51,Pooja Patel,pooja.patel308@gmail.com,1817,2026-06-01T14:53:36,4.6,INR,food_delivery,merch_f57e40fc,card_present,dev_0yi0dg95k0,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_b8f35a07b9d14c,cust_6c242ba350,acc_2dd9e6a74790,Neha Joshi,neha.joshi215@proton.me,2330,2026-06-01T15:05:10,20.01,USD,grocery,merch_b7a29133,card_present,dev_14dymwpfcn,AE,AE,False,,approved,0,,1,0.0,False,,,
txn_9f01e8f2b05840,cust_8ed142f5c5,acc_7afe5681216a,Rahul Iyer,rahul.iyer200@gmail.com,1690,2026-06-01T15:16:11,10.93,USD,fuel,merch_3e27897b,card_not_present,dev_szwymx9djo,GB,GB,False,,approved,0,,1,0.0,False,,,
txn_28345b33d5de46,cust_5ccab329da,acc_fe22370396f1,Myra Sharma,myra.sharma428@outlook.com,1192,2026-06-01T15:17:25,11.09,INR,utilities,merch_9c600f1b,app_transfer,dev_knr37l9thn,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_16a9bc35c2e64c,cust_6233cc2618,acc_d999e8efa36a,Arjun Singh,arjun.singh592@proton.me,2177,2026-06-01T15:17:46,42.12,INR,utilities,merch_6fd5e9a4,card_not_present,dev_d3xak74f5z,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_230c29273c1346,cust_ebb3203086,acc_35a6bbe9c24a,Kabir Verma,kabir.verma291@yahoo.com,131,2026-06-01T15:27:44,19.74,INR,grocery,merch_e9657c06,card_not_present,dev_axejcb98l8,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_931b2122ddee47,cust_7ee904e6c7,acc_084652d4519f,Dev Patel,dev.patel124@proton.me,304,2026-06-01T15:32:42,33.9,INR,utilities,merch_bce784fd,card_not_present,dev_4uvkyrmjlj,DE,IN,True,,approved,0,,1,0.0,False,,,
txn_5475d8a0666d48,cust_4b6a9702c2,acc_b023db88eb14,Ishaan Nair,ishaan.nair763@outlook.com,1195,2026-06-01T15:35:23,92.95,INR,travel,merch_0c1dcdd5,card_not_present,dev_mu3momyvux,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_092fcfe55abb4c,cust_9b642b893c,acc_932fd922e44e,Rohan Patel,rohan.patel559@yahoo.com,865,2026-06-01T15:36:22,5.99,INR,grocery,merch_ae6d7c8d,card_not_present,dev_plird70gkj,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_35d58fe9dc7f4b,cust_0e4dd6daac,acc_09e3784eb683,Ishaan Iyer,ishaan.iyer189@proton.me,1210,2026-06-01T15:45:09,320.13,INR,electronics,merch_863d2ef9,app_transfer,dev_hdcgzf2um8,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_539e7110346945,cust_aabc200a13,acc_7a12d1b78992,Vivaan Kapoor,vivaan.kapoor656@proton.me,1946,2026-06-01T15:45:57,15.96,INR,entertainment,merch_c76aaf72,card_not_present,dev_grrvgmdfzj,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_616536acbc7d42,cust_5a17c2ee6d,acc_c25ed5b040ec,Ananya Khan,ananya.khan504@gmail.com,668,2026-06-01T15:51:19,19.76,INR,fuel,merch_3582cb35,card_present,dev_duqdji6sow,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_dfccf8e1afb442,cust_3e21d4fb81,acc_f19dbff27fb2,Sana Singh,sana.singh489@proton.me,180,2026-06-01T15:51:57,82.52,INR,travel,merch_c408b772,card_not_present,dev_0eb42wqk2o,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_c69da3c422664d,cust_25d5f4cbb3,acc_b8f7c25c99e5,Aditya Rao,aditya.rao65@outlook.com,2165,2026-06-01T15:54:26,133.24,INR,travel,merch_e888fcac,card_present,dev_zd30m4efs1,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_63827dc751f04f,cust_5a26abdddc,acc_e0e59535be94,Aarav Iyer,aarav.iyer81@gmail.com,595,2026-06-01T15:54:36,29.01,USD,fuel,merch_3d70d104,card_not_present,dev_9u772ns8er,US,US,False,,approved,0,,1,0.0,False,,,
txn_4e92f229fa7d42,cust_581d5abe8c,acc_62323bcca7d4,Rohan Kapoor,rohan.kapoor509@gmail.com,1534,2026-06-01T15:56:55,11.54,INR,ecommerce_general,merch_137c8f51,app_transfer,dev_orgc4atmx5,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_75c700c1266b40,cust_86b8b9e215,acc_90f82caece8a,Saanvi Das,saanvi.das964@proton.me,1346,2026-06-01T15:59:43,40.35,INR,utilities,merch_154d5aae,card_present,dev_ko9fcfv0qx,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_0316d53137b145,cust_b38a7c9974,acc_43c2da22702f,Diya Joshi,diya.joshi863@outlook.com,2186,2026-06-01T16:02:34,52.62,INR,ecommerce_general,merch_98042d5a,card_not_present,dev_zm08lvpd4n,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_013883ea09864a,cust_fe79484758,acc_c95e6453d86f,Karan Mehta,karan.mehta453@yahoo.com,2352,2026-06-01T16:02:44,10.18,USD,grocery,merch_d8958046,app_transfer,dev_ug7yhwb24r,GB,GB,False,,approved,0,,1,0.0,False,,,
txn_36b6fbc45b1d4b,cust_dc2b827441,acc_789b7e96bd5f,Karan Gupta,karan.gupta510@proton.me,1782,2026-06-01T16:04:27,26.71,INR,food_delivery,merch_7bc1adfe,card_not_present,dev_mwmvgik1e6,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_bbb6e6003d8a45,cust_36f52c97ec,acc_87d0144cd972,Aditya Gupta,aditya.gupta252@outlook.com,1337,2026-06-01T16:13:35,50.32,INR,grocery,merch_b4d53fcd,app_transfer,dev_ucnj0hyl77,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_1127571576074d,cust_bf2a514b9c,acc_b013e72f2b5e,Kabir Iyer,kabir.iyer387@gmail.com,955,2026-06-01T16:24:05,9.0,INR,food_delivery,merch_35fa1fe0,card_not_present,dev_a21ihyaukl,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_19c0d1f994d543,cust_e4488755a0,acc_d949d6e55774,Rohan Nair,rohan.nair948@gmail.com,1411,2026-06-01T16:30:41,12.73,INR,utilities,merch_a8c5c417,app_transfer,dev_2leyuko64z,IN,IN,False,,approved,0,,1,0.0,False,,,
txn_bb643a09de644e,cust_db3990fa3e,acc_9fb8830d10b6,Kabir Patel,kabir.patel162@outlook.com,553,2026-06-01T16:36:33,17.75,INR,grocery,merch_03f33229,card_not_present,dev_3xoleyrvxo,IN,IN,False,,declined,0,,1,0.0,False,,,
